"course_name","course_rating","course_provider","course_review_num","course_terms"
"Cheap Advertising for Small Business",9,"Udemy","1 review","cheap advertis for small busi"
"Create Kindle eBook Covers with PowerPoint",9,"Udemy","1 review","creat kindl ebook cover with powerpoint"
"Enhance Your Career and Employability Skills",9,"Coursera","1 review","enhanc your career and employ skill"
"Build a Polished and Functional Web App without writing Code",9,"Udemy","1 review","build a polish and function web app without write code"
"Domina Hospedaje para WordPress",9,"Udemy","1 review","domina hospedaj para wordpress"
"Acupressure Academy - Be Healthy With Massage Points, Part 3",9,"Udemy","1 review","acupressur academi be healthi with massag point part"
"Get Tons of Ideal Clients Now",9,"Udemy","1 review","get ton of ideal client now"
"Learn to Paint With Len Hend",9,"OpenLearning","1 review","learn to paint with len hend"
"Cloud Computing Applications",9,"Coursera","1 review","cloud comput applic"
"Fundamentals of Photography - DVD course",9,"The Great Courses","1 review","fundament of photographi dvd cours"
"Learn Simple Breathing Meditation Now",9,"Udemy","1 review","learn simpl breath medit now"
"Photo Jolts! Learn and Teach with Photographs",9,"Udemy","1 review","photo jolt learn and teach with photograph"
"Millionaire Speaker Tips",9,"Udemy","1 review","millionair speaker tip"
"Advanced Microsoft Word 2010",9,"Udemy","1 review","advanc microsoft word"
"Sewing for Beginners",9,"Udemy","1 review","sew for beginn"
"Career Mind Mastery: Discover Brand You",9,"Udemy","1 review","career mind masteri discov brand you"
"How To Start An Online eBook Business To Replace Your Income",9,"Udemy","1 review","how to start an onlin ebook busi to replac your incom"
"Introduction to Futures & Options",9,"Udemy","1 review","introduct to futur option"
"Marketing Coach",9,"Udemy","1 review","market coach"
"How to Make a Powerful First Impression that Lasts",9,"Udemy","1 review","how to make a power first impress that last"
"Eight Keys to Sales Success",9,"Udemy","1 review","eight key to sale success"
"Marketing En Móviles y Desarrollo De Apps Para Principiantes",9,"Udemy","1 review","market en móvile y desarrollo de app para principiant"
"The Ultimate Soccer Guide | Play Like A Pro Soccer Player",9,"Udemy","1 review","the ultim soccer guid play like a pro soccer player"
"Learn How To Recover From Google Panda and Penguin - SEO Fix",9,"Udemy","1 review","learn how to recov from googl panda and penguin seo fix"
"RhinoGold - Training Level 1",9,"Udemy","1 review","rhinogold train level"
"PMP Exam Preparation Course by iZenBridge",9,"Udemy","1 review","pmp exam prepar cours by izenbridg"
"Adobe Photoshop CS5: Beginner Level",9,"Udemy","1 review","adob photoshop cs beginn level"
"Classical Civilization 205: Introduction to Ancient Greek History with Donald Kagan",9,"Udemy","1 review","classic civil introduct to ancient greek histori with donald kagan"
"Project Risk Management - Building and Construction",9,"Udemy","1 review","project risk manag build and construct"
"Facilitation Skills: Improve Your Group Facilitation Skills",9,"Udemy","1 review","facilit skill improv your group facilit skill"
"Learn to become a Professional Business Analyst",9,"Udemy","1 review","learn to becom a profession"
"Requirements Analysis Destroys Ambiguity",9,"Udemy","1 review","requir analysi destroy ambigu"
"Learn Microsoft SharePoint 2010",9,"Udemy","1 review","learn microsoft sharepoint"
"EFT Upgrade - Tap without Tapping",9,"Udemy","1 review","eft upgrad tap without tap"
"Using MODX CMS to Build Websites: Intermediate Course",9,"Udemy","1 review","use modx cms to build websit intermedi cours"
"Build a Simple Dynamic Site with Node.js",9,"Treehouse","1 review","build a simpl dynam site with node js"
"Hubungan Etnik (Taylor's University)",9,"OpenLearning","1 review","hubungan etnik taylor s univers"
"Adobe Photoshop Elements 12 Tutorial Video - Infinite Skills",9,"Udemy","1 review","adob photoshop element tutori video infinit skill"
"Excel Shortcuts That Will Save Your Job",9,"Udemy","1 review","excel shortcut that will save your job"
"Human Rights: The Right to Freedom of Expression",8,"edX","81","human right the right to freedom of express"
"Kesepaduan & Hubungan Etnik di Malaysia",8,"OpenLearning","208","kesepaduan hubungan etnik di malaysia"
"Try R",8,"Code School","261","tri r"
"Discover DevTools",8,"Code School","136","discov devtool"
"Getting Started with 3D Printing",9,"Udemy","1 review","get start with d print"
"Saving Abundantly with Coupons",9,"Udemy","1 review","save abund with coupon"
"Learn The Basics of Ethical Hacking and Penetration Testing",8,"Udemy","85","learn the basic of ethic hack and penetr test"
"Art of Critical Decision Making - CD course",9,"The Great Courses","1 review","art of critic decis make cd cours"
"English Composition II",8,"StraighterLine","76","english composit ii"
"Precalculus",8,"StraighterLine","37","precalculus"
"Business Statistics",8,"StraighterLine","38","busi statist"
"Data Science and Machine Learning Essentials",8,"edX","44","data scienc and machin learn essenti"
"Designing Gamification Level 1 (Basic) + Certification",8,"Udemy","54","design gamif level basic certif"
"Try jQuery",8,"Code School","53","tri jqueri"
"Swift - Learn Apple's New Programming Language Step By Step",8,"Udemy","49","swift learn appl s new program languag step by step"
"Critical Thinking in Global Challenges",8,"Coursera","71","critic think in global challeng"
"How to Write an Essay",8,"edX","62","how to write an essay"
"English Grammar and Essay Writing",8,"edX","65","english grammar and essay write"
"Anyone Can Learn to Make a Game",8,"Udemy","37","anyon can learn to make a game"
"Build A Business In 30 Steps - To Make Passive Income Online",8,"Udemy","29","build a busi in step to make passiv incom onlin"
"Freelancer Lifestyle",8,"Udemy","30","freelanc lifestyl"
"Introduction to Sociology",8,"StraighterLine","30","introduct to sociolog"
"Game Development Fundamentals with Python",8,"Udemy","28","game develop fundament with python"
"Think Again: How to Reason and Argue",8,"Coursera","29","think again how to reason and argu"
"Make Better Videos - Tips from a Professional Filmmaker",8,"Udemy","28","make better video tip from a profession filmmak"
"Shaping up with Angular.js",8,"Code School","32","shape up with angular js"
"CPA 101 : How To Make Thousands of Dollars with CPA",8,"Udemy","35","cpa how to make thousand of dollar with cpa"
"From HTML to App Store in 60 Minutes",8,"Udemy","35","from html to app store in minut"
"Introductory Algebra",8,"StraighterLine","21","introductori algebra"
"Finite Element Method (FEM) Analysis and Applications",8,"edX","27","finit element method fem analysi and applic"
"Comprehensive JavaScript Programming",8,"Udemy","22","comprehens javascript program"
"Social Psychology",8,"Coursera","22","social psycholog"
"Statistics One",8,"Coursera","20","statist one"
"Administración de proyectos de Tecnologías de la Información",8,"edX","20","administración de proyecto de tecnología de la información"
"Java - Java Programming for Beginners!",8,"Udemy","22","java java program for beginn"
"Systematic Program Design - Part 1: The Core Method",8,"edX","23","systemat program design part the core method"
"C Programming: iOS Development Starts Here!",8,"Udemy","25","c program io develop start here"
"PHP for Absolute Beginners",8,"Udemy","22","php for absolut beginn"
"Introduction to Psychology",8,"StraighterLine","20","introduct to psycholog"
"Design Tips for Selling Expensive Websites",8,"Udemy","18","design tip for sell expens websit"
"How to invest in the stock market",8,"Udemy","19","how to invest in the stock market"
"JQuery - Learn Complete jQuery with Practicals and Projects",8,"Udemy","18","jqueri learn complet jqueri with practic and project"
"Digital Marketing Management: Win The Digital Marketing Game",8,"Udemy","19","digit market manag win the digit market game"
"Oracle :: Getting Started",8,"Udemy","19","oracl get start"
"Learn Android Development From Scratch",8,"Udemy","19","learn android develop from scratch"
"Xcode fundamentals: Designing a user experience for iOS6",8,"Udemy","19","xcode fundament design a user for io"
"Php & Mysql For Beginners",8,"Udemy","19","php mysql for beginn"
"Android - Learn Android App Development from Scratch",8,"Udemy","19","android learn android app develop from scratch"
"Kickstart ur Network Security Career: Checkpoint CCSA Course",8,"Udemy","17","kickstart ur network secur career checkpoint ccsa cours"
"Introduction to MongoDB using the MEAN Stack",8,"edX","17","introduct to mongodb use the mean stack"
"Professional Copywriting Training",8,"Udemy","17","profession copywrit train"
"Basic Mandarin Chinese – Level 1",8,"edX","17","basic mandarin chines level"
"Learning JavaScript Programming Tutorial. A Definitive Guide",8,"Udemy","18","learn javascript program tutori a definit guid"
"Local Marketing Blue Print - Presented by ShoeMoney",8,"Udemy","17","local market blue print present by shoemoney"
"General Chemistry I",8,"StraighterLine","17","general chemistri i"
"Computer and Network Hacking Mastery: Practical Techniques",8,"Udemy","17","comput and network hack masteri practic techniqu"
"Solar Energy",8,"edX","18","solar energi"
"YouTube: Money making machine",8,"Udemy","18","youtub money make machin"
"Lazy Money: The Ultimate Guide to Passive Income",8,"Udemy","16","lazi money the ultim guid to passiv incom"
"Programming with C#",8,"edX","16","program with c"
"Java Programming for Beginners",8,"Udemy","16","java program for beginn"
"Coding the Matrix: Linear Algebra through Computer Science Applications",8,"Coursera","16","code the matrix linear algebra through comput scienc applic"
"CSS and CSS3 For Absolute Beginners",8,"Udemy","16","css and css for absolut beginn"
"Become An Outsourcing Beast In 30 Minutes",8,"Udemy","16","becom an outsourc beast in minut"
"Data Analysis: Take It to the MAX()",8,"edX","16","data analysi take it to the max"
"Audacity Crash Course",8,"Udemy","16","audac crash cours"
"Computer Networks",8,"Coursera","16","comput network"
"Introduction to Functional Programming",8,"edX","16","introduct to function program"
"Email Marketing: How To Build an Email List of Customers",8,"Udemy","15","email market how to build an email list of custom"
"Introduction to Financial and Management Accounting",8,"edX","14","introduct to financi and manag account"
"7 Steps: Vision to Action",8,"Udemy","14","step vision to action"
"Projects in Android",8,"Udemy","14","project in android"
"Introduction to jQuery",8,"edX","14","introduct to jqueri"
"Automata",8,"Coursera","14","automata"
"Probabilistic Graphical Models",8,"Coursera","14","probabilist graphic model"
"Design For Coders",8,"Udemy","15","design for coder"
"CE100: دارات كهربائية وإلكترونية",8,"Edraak","14","ce"
"Amazon Web Services Certified Solutions Architect - AL",8,"Udemy","15","amazon web servic certifi solut architect al"
"Navigating the MBA Admissions Process",8,"Udemy","14","navig the mba admiss process"
"Whitehat Hacking and Penetration Testing Tutorial Video",8,"Udemy","14","whitehat hack and penetr test tutori video"
"Final Cut Pro X Training",8,"Udemy","14","final cut pro x train"
"Apps de iOS y Android con HTML5 para Principiantes",8,"Udemy","14","app de io y android con html para principiant"
"Become a Professional Web Developer",8,"Udemy","14","becom a profession web develop"
"Liderando el Desarrollo Sostenible de las Ciudades",8,"edX","14","liderando el desarrollo sosten de las ciudad"
"PowerShell for the Enterprise Desktop",8,"Udemy","14","powershel for the enterpris desktop"
"Learn MS SQL Server From Scratch",8,"Udemy","14","learn ms sql server from scratch"
"E-learning and Digital Cultures",8,"Coursera","14","e learn and digit cultur"
"Learn Python GUI programming using Qt framework",8,"Udemy","14","learn python gui program use qt framework"
"Excel for Business - Learn Excel Online",8,"Udemy","13","excel for busi learn excel onlin"
"Learn Node.js by Example",8,"Udemy","13","learn node js by exampl"
"Fundamentals of Design",8,"Code School","13","fundament of design"
"7 Simple Steps  to Add Excitement To Your Lifestyle",8,"Udemy","14","simpl step to add excit to your lifestyl"
"IT Security: Hacking Tips & Techniques for IT Professionals",8,"Udemy","13","it secur hack tip techniqu for it profession"
"Accent Reduction Made Fast and Easy",8,"Udemy","13","accent reduct made fast and easi"
"Learn JavaScript for Beginners",8,"Udemy","13","learn javascript for beginn"
"HTML & CSS for Beginners",8,"Codecademy","13","html css for beginn"
"Intro to Statistics",8,"Udacity","13","intro to statist"
"SAP - SAP HCM",8,"Udemy","14","sap sap hcm"
"writing a book very fast!",8,"Udemy","12","write a book veri fast"
"Engineering Software as a Service (SaaS), Part 1",8,"edX","13","ing softwar as a servic saa part"
"American Government",8,"StraighterLine","12","american govern"
"UNIX and Linux Operating System - Beginner & Advanced",8,"Udemy","12","unix and linux oper system beginn advanc"
"Learn how to make a song in GarageBand in 1 hour",8,"Udemy","12","learn how to make a song in garageband in hour"
"ISTQB® Certified Tester Foundation Level (CTFL) Training",8,"Udemy","12","istqb certifi tester foundat level ctfl train"
"Create an Infinite Flyer Game With Construct 2 (HTML5)",8,"Udemy","12","creat an infinit flyer game with construct html"
"NH100: التغذية والصحة",8,"Edraak","13","nh"
"TLC100: علِّم بثقة",8,"Edraak","12","tlc"
"PHP Object Oriented Programming: Build a Login System",8,"Udemy","12","php object orient program build a login system"
"SAP - SAP HANA",8,"Udemy","12","sap sap hana"
"Start Building Web Apps And Services With Node.js + Express",8,"Udemy","11","start build web app and servic with node js express"
"Proteins: Biology's Workforce",8,"edX","11","protein biolog s workforc"
"Enhancing Teacher Education Through OER",8,"edX","12","enhanc teacher educ through oer"
"Web Development using PHP Programming with MySQL",8,"Udemy","12","web develop use php program with mysql"
"The Search for Vernacular Architecture of Asia, Part 1",8,"edX","11","the search for vernacular architectur of asia part"
"Science & Cooking: From Haute Cuisine to Soft Matter Science",8,"edX","11","scienc cook from haut cuisin to soft matter scienc"
"Accessibility Features on Android",8,"Udemy","12","access featur on android"
"iPhone icons gone awesome",8,"Udemy","12","iphon icon gone awesom"
"Leadership for Engineers",8,"edX","12","leadership for"
"Introduction to Philosophy - from Ancient Greece to Today",8,"Udemy","11","introduct to philosophi from ancient greec to today"
"Data Analysis for Life Sciences 1: Statistics and R",8,"edX","11","data analysi for life scienc statist and r"
"The Hardware/Software Interface",8,"Coursera","11","the hardwar softwar interfac"
"CHM100: الصحة النفسية للطفل",8,"Edraak","11","chm"
"Be the first to develop a Widget for iOS8",8,"Udemy","11","be the first to develop a widget for io"
"Intro to C# Programming and Scripting for Games in Unity",8,"Udemy","11","intro to c program and script for game in uniti"
"Writing in the Sciences",8,"Coursera","11","write in the scienc"
"How To Flip A Website",8,"Udemy","11","how to flip a websit"
"Building a Chat App for Android from Scratch",8,"Udemy","11","build a chat app for android from scratch"
"Neural Networks for Machine Learning",8,"Coursera","11","neural network for machin learn"
"Unlimited YouTube Views Likes and Subscribers",8,"Udemy","11","unlimit youtub view like and subscrib"
"Advanced User Experience (UX) Design",8,"Udemy","10","advanc user ux design"
"SAP WM",8,"Udemy","11","sap wm"
"Mastering HTML5 Programming - The Easier Way",8,"Udemy","11","master html program the easier way"
"Python, The Next Level (Intermediate)",8,"Udemy","10","python the next level intermedi"
"Compilers",8,"Stanford Online","11","compil"
"Lean Finance for Startups - Introduction",8,"Udemy","11","lean financ for startup introduct"
"Jugando con Android - Aprende a Programar tu Primera App",8,"edX","11","jugando con android aprend a programar tu primera app"
"Datología: La toma de decisiones basada en datos | Datalogy: Data-driven decision making",8,"edX","11","datología la toma de decision basada en dato datalog data driven decis make"
"Learn Adobe Lightroom and Start Editing Photos Like a Pro",8,"Udemy","11","learn adob lightroom and start edit photo like a pro"
"Start Creating Your Video Course Now With Camtasia!",8,"Udemy","10","start creat your video cours now with camtasia"
"How To Use Personas & Scenarios To Design The Best Product",8,"Udemy","10","how to use persona scenario to design the best product"
"Learn French For Business & Leisure",8,"Udemy","10","learn french for busi leisur"
"Game Development using GameSalad",8,"Udemy","10","game develop use gamesalad"
"From CCNA to CCIE - Part I: CCNA Labs",8,"Udemy","10","from ccna to ccie part i ccna lab"
"Intuitive Design: How To Build Products That Are Easy To Use",8,"Udemy","10","intuit design how to build product that are easi to use"
"The Business of Mining",8,"edX","10","the busi of mine"
"Access 2013 - Getting Started",8,"Udemy","10","access get start"
"Make $5,000 a Week Sending 2 Emails With No List! Super Easy",8,"Udemy","10","make a week send email with no list super easi"
"How to Make Money with Internet Marketing",8,"Udemy","10","how to make money with internet market"
"eBay & Amazon PROFIT Without Funds or Products *",8,"Udemy","9","ebay amazon profit without fund or product"
"Forex Trading Profitably",8,"Udemy","9","forex trade profit"
"Windows 8 Crash Course with 50 Tips",8,"Udemy","10","window crash cours with tip"
"Become A YouTube Marketing Expert",8,"Udemy","10","becom a youtub market expert"
"Inspiring Leadership through Emotional Intelligence",8,"Coursera","10","inspir leadership through emot intellig"
"How to Make Money Online - 8 Different Ways",8,"Udemy","10","how to make money onlin differ way"
"democourse",8,"demoprovider","9","democours"
"Learn C sharp in 1 hour",8,"Udemy","10","learn c sharp in hour"
"Learn Python, it's CAKE (Beginners)",8,"Udemy","10","learn python it s cake beginn"
"Learn Deep House Production with Logic Pro",8,"Udemy","10","learn deep hous product with logic pro"
"Becoming an Entrepreneur",8,"edX","9","becom an entrepreneur"
"Automation Testing Using Junit Framework",8,"Udemy","9","autom test use junit framework"
"How to Get Sh*t Done & Enjoy Work More (with Lean & Agile)",8,"Udemy","9","how to get sh t done enjoy work more with lean agil"
"How to Make iPhone, iPad & iPod Apps Without any Programming",8,"Udemy","9","how to make iphon ipad ipod app without ani program"
"AstroTech: The Science and Technology behind Astronomical Discovery",8,"Coursera","9","astrotech the scienc and technolog behind astronom discoveri"
"YouTube Piggyback Method - Unlimited Cheap Traffic",8,"Udemy","9","youtub piggyback method unlimit cheap traffic"
"Advanced Java Programming",8,"Udemy","9","advanc java program"
"Flowchart Programming(Basics)",8,"Udemy","9","flowchart program basic"
"Mastering The Linux Command Line",8,"Udemy","9","master the linux command line"
"Introduction to Mobile Application Development using Android",8,"edX","9","introduct to mobil applic develop use android"
"Introduction to Recommender Systems",8,"Coursera","8","introduct to recommend system"
"SAP - SAP Architect",8,"Udemy","9","sap sap architect"
"How to run a web design business & sell $15,000 websites",8,"Udemy","9","how to run a web design busi sell websit"
"Learning To Program In Objective C & Xcode (iOS 7)",8,"Udemy","8","learn to program in object c xcode io"
"Global Warming Science",8,"edX","8","global warm scienc"
"Turbo Start on Web Design with ZURB's Foundation 4 Framework",8,"Udemy","8","turbo start on web design with zurb s foundat framework"
"Federal Grant Writing 101",8,"Udemy","8","feder grant write"
"jQuery for Beginners",8,"Udemy","9","jqueri for beginn"
"Six Sigma Green and Black Belt Combo",8,"Udemy","9","six sigma green and black belt combo"
"Greenscreen 101",8,"Udemy","9","greenscreen"
"JavaScript Basics: Parts I and II",8,"Udemy","8","javascript basic part i and ii"
"How to Have Financial Security and Live Debt Free",8,"Udemy","8","how to have financi secur and live debt free"
"HTML FOR BEGINNERS",8,"Udemy","8","html for beginn"
"JavaScript",8,"Codecademy","8","javascript"
"Relativity and Astrophysics",8,"edX","8","relat and astrophys"
"Online Microsoft Excel",8,"Filtered","8","onlin microsoft excel"
"Self Defense For People Who Don't Like Fighting",8,"Udemy","8","self defens for peopl who don t like fight"
"eBook Creation Tutorial The Art Of Successful Publishing",8,"Udemy","8","ebook creation tutori the art of success publish"
"Mastering Grails. A Comprehensive Grails Course.",8,"Udemy","8","master grail a comprehens grail cours"
"Job Interviews: How to talk to Prospective Employers",8,"Udemy","8","job interview how to talk to prospect employ"
"Build a Successful Forum from Scratch",8,"Udemy","8","build a success forum from scratch"
"Poetry in America: Emily Dickinson",8,"edX","8","poetri in america emili dickinson"
"English for Doing Business in Asia – Writing",8,"edX","8","english for do busi in asia write"
"Designing Gamification Level2 (Intermediate) + Certification",8,"Udemy","8","design gamif level intermedi certif"
"Epigenetic Control of Gene Expression",8,"Coursera","8","epigenet control of gene express"
"Web Application Testing With Selenium",8,"Udemy","8","web applic test with selenium"
"Niche Research: How To Find Laser Targeted Keywords",8,"Udemy","8","nich research how to find laser target keyword"
"How to Make Money Online the Real Way",8,"Udemy","8","how to make money onlin the real way"
"An Introduction to Functional Analysis",8,"Coursera","8","an introduct to function analysi"
"Create and Deploy a Node.js Website to Heroku",8,"Udemy","8","creat and deploy a node js websit to heroku"
"SAP BW Training 2015 - SAP BW/BI Data Modeling For Beginners",8,"Udemy","7","sap bw train sap bw bi data model for beginn"
"Excel Dashboard Secrets - Create Awesome Excel Dashboard",8,"Udemy","7","excel dashboard secret creat awesom excel dashboard"
"Create WordPress Theme with Ultimatum 2.5 (Almost No Coding)",8,"Udemy","8","creat wordpress theme with ultimatum almost no code"
"Quilting for Fun and Profit",8,"Udemy","7","quilt for fun and profit"
"Learn the Basics of Project Management to Make $100k salary",8,"Udemy","8","learn the basic of project manag to make k salari"
"SAP SD",8,"Udemy","8","sap sd"
"Learn the Basics of Astrology with Henry Seltzer",8,"Udemy","8","learn the basic of astrolog with henri seltzer"
"SAP - SAP Web Dynpro ABAP",8,"Udemy","8","sap sap web dynpro abap"
"Introduction to Accounting - Part 1: Basics of Financial Statements",8,"edX","8","introduct to account part basic of financi statement"
"Beginners - How To Create iPhone And iPad Apps - Zero Coding",8,"Udemy","7","beginn how to creat iphon and ipad app zero code"
"Introduction to Ashtanga Yoga:  Power, Breath and Control",8,"Udemy","7","introduct to ashtanga yoga power breath and control"
"Learn Apache Solr with Big Data and Cloud Computing",8,"Udemy","7","learn apach solr with big data and cloud comput"
"Introduction to Microsoft Access 2013",8,"Udemy","7","introduct to microsoft access"
"Learn Ruby on Rails By Building Projects",8,"Udemy","7","learn rubi on rail by build project"
"Excel Productivity Hacks: How I Finish Projects In Minutes",8,"Udemy","7","excel product hack how i finish project in minut"
"Introduction to Drinking Water Treatment",8,"edX","7","introduct to drink water treatment"
"Writing Effective Business Emails",8,"Udemy","7","write effect busi email"
"The Mind Readers' Guide To Metaphor",8,"Udemy","7","the mind reader guid to metaphor"
"Introduction to Forensic Science",8,"Coursera","7","introduct to forens scienc"
"Organizational Analysis (Self-Paced)",8,"Coursera","8","organiz analysi self pace"
"How to Build a Registration & Login System",8,"Udemy","7","how to build a registr login system"
"iPhone icons in iOS7 - learn flat design",8,"Udemy","7","iphon icon in io learn flat design"
"Introduction to Project Management",8,"edX","7","introduct to project manag"
"The CSS and CSS3 Crash Course",8,"Udemy","7","the css and css crash cours"
"Web Design - HTML & CSS For Rookies",8,"Udemy","7","web design html css for rooki"
"Statistics: Making Sense of Data",8,"Coursera","7","statist make sens of data"
"Objective-C para verdaderos principiantes",8,"Udemy","7","object c para verdadero principiant"
"How to Pass PMP® Exam in 10 Days",8,"Udemy","7","how to pass pmp exam in day"
"The Master Entrepreneur",8,"Udemy","7","the master entrepreneur"
"Learn To Run Linux Servers Part 2 (LPI Level 1-102)",8,"Udemy","7","learn to run linux server part lpi level"
"How To Use Task Analysis To Design The Best User Experience",8,"Udemy","7","how to use task analysi to design the best user"
"Make your agile team faster and more productive.",8,"Udemy","7","make your agil team faster and more product"
"Software Testing",8,"Udemy","7","softwar test"
"Learn Swift Programming to Make iOS Apps",8,"Udemy","7","learn swift program to make io app"
"Introduction to MySQL Database",8,"Udemy","7","introduct to mysql databas"
"Introducción a la visión por computador: desarrollo de aplicaciones con OpenCV",8,"edX","7","introducción a la visión por computador desarrollo de aplicacion con opencv"
"Node.js For Beginners",8,"Udemy","7","node js for beginn"
"PHP Tutorial: PHP/MySQL for Beginners",8,"Udemy","7","php tutori php mysql for beginn"
"Photoshop Tutorial: Photoshop CS6",8,"Udemy","7","photoshop tutori photoshop cs"
"Make Passive Income Online In 4 Simple Steps",8,"Udemy","7","make passiv incom onlin in simpl step"
"Apps Reskin for Beginners - Grow Your Own Gaming Empire",8,"Udemy","7","app reskin for beginn grow your own game empir"
"NodeJS in Action",8,"Udemy","7","nodej in action"
"SAP GRC Training",8,"Udemy","7","sap grc train"
"Intro to Java Programming",8,"Udacity","7","intro to java program"
"Improve Communication: Speak Smoothly, Clearly & Confidently",8,"Udemy","7","improv communic speak smooth clear confid"
"Mining Massive Datasets",8,"Coursera","7","mine massiv dataset"
"How to improve your power and explosive strength.",8,"Udemy","7","how to improv your power and explos strength"
"Social Media Marketing for Business",8,"Udemy","7","social media market for busi"
"Game Development Made Easy",8,"Udemy","7","game develop made easi"
"JavaScript for Absolute Beginners",8,"Udemy","7","javascript for absolut beginn"
"Learn to Create Circuit Boards",8,"Udemy","6","learn to creat circuit board"
"Microsoft Excel Pivot Tables for Business",8,"Udemy","7","microsoft excel pivot tabl for busi"
"Programming Languages",8,"Udacity","6","program languag"
"Instala MySQL y SQL Server 2008 R2 en unos cuantos pasos",8,"Udemy","6","instala mysql y sql server rprogram en uno cuanto paso"
"EU funding: How to access programmes and projects - Module 1",8,"Udemy","6","eu fund how to access programm and project modul"
"SAP GRC BusinessObjects Access Control 10.0",8,"Udemy","7","sap grc businessobject access control"
"Excel Productivity",8,"Udemy","6","excel product"
"English Composition II with Sarah Surma",8,"StraighterLine","6","english composit ii with sarah surma"
"Listening to World Music",8,"Coursera","6","listen to world music"
"Nuts & Bolts of Commodity Trading Strategies",8,"Udemy","6","nut bolt of commod trade strategi"
"The 7 Essential Steps To Getting Your Dream Career",8,"Udemy","6","the essenti step to get your dream career"
"10 Killer Tips and Tricks for Unity",8,"Udemy","6","killer tip and trick for uniti"
"Travel Photography - Amazing Tips and Techniques",8,"Udemy","6","travel photographi amaz tip and techniqu"
"Learning iOS 7. Build iPhone & iPad Apps A IOS 7 Tutorial",8,"Udemy","6","learn io build iphon ipad app a io tutori"
"After Effects: Make your own graphic lower thirds & titles!",8,"Udemy","6","after effect make your own graphic lower third titl"
"Rethinking Teaching; Redesigning Learning",8,"OpenLearning","6","rethink teach redesign learn"
"Drugs and the Brain",8,"Coursera","6","drug and the brain"
"Android - Learn by Building Android Apps",8,"Udemy","6","android learn by build android app"
"Forex Elite Trading",8,"Udemy","6","forex elit trade"
"Electronic Interfaces: Bridging the Physical and Digital Worlds",8,"edX","6","electron interfac bridg the physic and digit world"
"Create Professional Looking Art with Photoshop & Make Money",8,"Udemy","6","creat profession look art with photoshop make money"
"Learning to Learn",8,"Udemy","6","learn to learn"
"Social Media Management",8,"Udemy","6","social media manag"
"Social and Economic Networks:  Models and Analysis",8,"Coursera","6","social and econom network model and analysi"
"Certified White Hat Hacker Level 1 Advanced",8,"Udemy","6","certifi white hat hacker level advanc"
"Pro Mind Reading Tricks",8,"Udemy","6","pro mind read trick"
"Advanced C++ Programming Training Course",8,"Udemy","6","advanc c program train cours"
"Play Ukulele Now",8,"Udemy","6","play ukulel now"
"Amazon Web Services Certified Developer - Associate Level",8,"Udemy","6","amazon web servic certifi develop associ level"
"Dream in JavaScript",8,"Udemy","6","dream in javascript"
"Learn to Program Using Python",8,"edX","6","learn to program use python"
"Learn how to teach live online classes in less than 1 hour",8,"Udemy","6","learn how to teach live onlin class in less than hour"
"Productivity Booster",8,"Udemy","6","product booster"
"Literatura y cultura tradicional de México",8,"edX","6","literatura y cultura tradicion de méxico"
"How To Make Graphics For A Website To Make An Online Income",8,"Udemy","6","how to make graphic for a websit to make an onlin incom"
"Learn PhalconPHP Framework",8,"Udemy","6","learn phalconphp framework"
"How to make 6 figures teaching online",8,"Udemy","6","how to make figur teach onlin"
"An Introduction to Oracle SOA Suite 11g",8,"Udemy","6","an introduct to oracl soa suit g"
"How To Create HTML5 And Mobile Games Using Construct 2",8,"Udemy","5","how to creat html and mobil game use construct"
"Learn Complete Wordpress Security",8,"Udemy","6","learn complet wordpress secur"
"Introducción a la gestión de proyectos",8,"edX","5","introducción a la gestión de proyecto"
"Master jazz piano",8,"Udemy","5","master jazz piano"
"Complete Android Programming with KitKat 4.4",8,"Udemy","5","complet android program with kitkat"
"PHP Programming Basics",8,"Udemy","5","php program basic"
"Android Programming for the Absolute Beginner",8,"Udemy","5","android program for the absolut beginn"
"Tecnologías para la Educación",8,"edX","5","tecnología para la educación"
"Organizational Behavior",8,"StraighterLine","6","organiz behavior"
"Web CopyWriting That Works!",8,"Udemy","6","web copywrit that work"
"Learn 5 ways to get Creative Ideas for your startup",8,"Udemy","6","learn way to get creativ idea for your startup"
"Big Data and Apache Hadoop for Developers - Fundamentals",8,"Udemy","6","big data and apach hadoop for develop fundament"
"Build and Sell Your Own eLearning Courses and Make Money",8,"Udemy","5","build and sell your own elearn cours and make money"
"Linear Circuits",8,"Coursera","5","linear circuit"
"How To Use User Testing To Create Great Digital Products",8,"Udemy","5","how to use user test to creat great digit product"
"Epidemics",8,"edX","5","epidem"
"1 hour corporate training - Coding for beginners",8,"Udemy","5","hour corpor train code for beginn"
"Translation Project Management",8,"Udemy","5","translat project manag"
"Kanban-based Project Management with Trello",8,"Udemy","5","kanban base project manag with trello"
"Learn MongoDB Step-By-Step",8,"Udemy","5","learn mongodb step by step"
"Fiverr Profit Plan - Make Money Online with Fiverr",8,"Udemy","5","fiverr profit plan make money onlin with fiverr"
"Service Sector Marketing - Effective Marketing Tools",8,"Udemy","5","servic sector market effect market tool"
"How To Use Leadpages To Grow Your Email List & Bank Balance",8,"Udemy","5","how to use leadpag to grow your email list bank balanc"
"Clean & Organize Your Mac In Under 2 Hours",8,"Udemy","5","clean organ your mac in under hour"
